speaker,text,date,candidate,year,type
SANDERS,it's...,3/9/2016,1,2016,Democratic
CLINTON,"...and stood with the minutemen vigilantes in their ridiculous, absurd efforts to, quote, ""hunt down immigrants. so look, i think the goal here is to elect a democratic senate, elect a democratic president and get to work immediately to get comprehensive immigration reform. [applause]",3/9/2016,1,2016,Democratic
RAMOS,"did you support the minutemen, senator? did you support the minutemen?",3/9/2016,0,2016,Democratic
SANDERS,i'm sorry?,3/9/2016,1,2016,Democratic
RAMOS,"did you support the minutemen, as secretary clinton has said?",3/9/2016,0,2016,Democratic
SANDERS,"of course not. there was a piece of legislation supported by dozens and dozens of members of the house which codified existing legislation. what the secretary is doing tonight and has done very often is take large pieces of legislation and take pieces out of it. no, i did not oppose the bailout or the support of the automobile industry. no, i do not support vigilantes, and that is a horrific statement, an unfair statement to make. [applause] i will stand [inaudible] of my career, political career fighting for workers, fighting for the poorest people in this country. madame secretary, i will match my record against yours any day of the week. [applause]",3/9/2016,1,2016,Democratic
CLINTON,"well, let's do that. let's talk about that. let's talk about that.",3/9/2016,1,2016,Democratic
RAMOS,"secretary, you said this morning...",3/9/2016,0,2016,Democratic
CLINTON,"let's talk about the auto bailout because i think it's important for people to understand what happened. in december of 2008, we were both in the senate, there was a vote on a free-standing bill to rescue the auto industry. we both voted for it. was the right vote. unfortunately, it did not succeed. the republicans marshalled the votes against it. a month later, in january, a new piece of legislation was offered that contained the money that would be used for the auto rescue. then president-elect obama — before he'd even been sworn in — sent word to all of us that he really hoped we would support it. he was still in the senate, i was still in the senate. and i voted for it. it was a hard vote. i'll tell you, it was a hard vote. a lot of the votes you make are hard votes. but the fact is the money that rescued the auto industry was in that bill.",3/9/2016,1,2016,Democratic
SALINAS,secretary...,3/9/2016,0,2016,Democratic
CLINTON,"now, senator sanders voted against it. that's his perfect right to vote against it. but if everyone had voted as he voted...",3/9/2016,1,2016,Democratic
RAMOS,"ok, senator.",3/9/2016,0,2016,Democratic
SANDERS,"yeah, let me...",3/9/2016,1,2016,Democratic
CLINTON,... we would not have rescued the auto industry.,3/9/2016,1,2016,Democratic
RAMOS,you have 30 seconds and then we'll pass to another. thirty more seconds and then we'll move to another...[applause],3/9/2016,0,2016,Democratic
SANDERS,"let me — let's — so that everybody knows, the bill that secretary clinton is talking about, that is — that was the bailout of the recklessness, irresponsibility and illegal behavior of wall street. it was the wall street bailout. [applause] and i find it interesting that when secretary clinton, who was the former senator of new york, of course, when she defended her vote, she said, well, it's going to help the big banks in new york. those are my constituents. and then you go to detroit and suddenly this legislation helps the automobile workers. there was an article just yesterday...",3/9/2016,1,2016,Democratic
SALINAS,"your time is up, senator.",3/9/2016,0,2016,Democratic
SANDERS,"... where people like senator bayh and ron wyden, byron dorgan...",3/9/2016,1,2016,Democratic
SALINAS,"senator — your time is up, senator.",3/9/2016,0,2016,Democratic
SANDERS,"...former senators said, no, this wasn't the automobile bailout. it was the bailout of wall street.",3/9/2016,1,2016,Democratic
RAMOS,thank you.,3/9/2016,0,2016,Democratic
SALINAS,"we have to move on. senator, the time is up. we have to move on. [applause] next question. secretary clinton, you recently said instead of building walls we need to tear down barriers. however, last november in new hampshire, you openly said that as senator you voted numerous times to build the wall with mexico. what's the difference between what you did, voting to build the wall, and what donald trump wants to do now?",3/9/2016,0,2016,Democratic
CLINTON,"well, i think both of us, both senator sanders and i, voted numerous times to enhance border security along our border. we increased the number of border security agents. we did vote for money to build a fence, a pedestrian fence in some place, a vehicle fence in other places. and the result is that we have the most secure border we've ever had. apprehensions coming across the border are the lowest they've been in 40 years, which just strengthens my argument that now it's time to do comprehensive immigration reform. the republicans, the opponents no longer have an argument. and certainly, we hear a lot coming from the republican side that is absolutely out of touch with reality. we raised money through the congressional appropriations process. we enhanced the border security. that part of the work is done. everybody that i know has looked at it said, okay, we have a secure border. there's no need for this rhetoric and demagoguery that's still —is carried out on the republican side. you've run out of excuses. let's move to comprehensive immigration reform with a path to citizenship. and i think that makes a very strong argument in favor of doing it.",3/9/2016,1,2016,Democratic
SALINAS,"but the question is, what is the difference between the wall that you voted for and donald trump's wall?",3/9/2016,0,2016,Democratic
CLINTON,"it's a big difference. first of all, as i understand him, he's talking about a very tall wall. [laughter] right? a beautiful tall wall. the most beautiful tall wall, better than the great wall of china, that would run the entire border. that he would somehow magically get the mexican government to pay for. and, you know, it's just fantasy. and in fact, if he cared to know anything about what members of congress, like the senator and i have done, where it was necessary, we did support some fencing. where it was necessary, we did add border patrol agents. we have done what by any fair estimate would have to conclude is a good job, quote, ""securing the border"". so let's get about the business of comprehensive immigration reform.",3/9/2016,1,2016,Democratic
SANDERS,let me just say...,3/9/2016,1,2016,Democratic
SALINAS,senator...,3/9/2016,0,2016,Democratic
SANDERS,"i think the secretary and i mostly, i think, agree on this issue. look, in this country, immigration reform is a very hot debate. it's divided the country. but i would hope very much, that as we have that debate, we do not, as donald trump and others have done, resort to racism and xenophobia and bigotry. [applause] this idea of suddenly, one day or maybe a night, rounding up 11 million people and taking them outside of this country is a vulgar, absurd idea that i would hope very few people in america support.",3/9/2016,1,2016,Democratic
TUMULTY,"your time is up, senator. thank you.",3/9/2016,0,2016,Democratic
SALINAS,"now we have a question from the audience for both of you. question [through translator]: we have a question from the public. i want to go to lucia aquiette. she's an immigrant from guatemala, she's here with her five children who have not seen their father since he was deported three years ago. she has a question for both of you. question [through translator]: i would like to ask — me and my children — hardworking men in the field — [inaudible].",3/9/2016,0,2016,Democratic
QUESTION,"senator sanders, as you can see, these are a very painful and personal issue for lucia and her family. she wants to know what you would do to stop deportations, but most importantly, to reunite families like hers.",3/9/2016,0,2016,Democratic
SANDERS,"well, i absolutely support that. at the heart of my immigration policy and i should say that the new york times editorial board called my immigration policy the most progressive and the strongest of any candidate running. but to answer your question, the essence of what we are trying to do is to unite families, not to divide families. [applause] the idea that a mother is living here and her children are on the other side of the border is wrong and immoral. a number of months ago, i talked to a young man who was serving in the united states military and while he was serving in the military, his wife was deported. that is beyond comprehension and policies that should not be allowed to exist. so, ma'am, i will do everything that i can to unite your family. your children deserve to be with their mother. [applause]",3/9/2016,1,2016,Democratic
RAMOS,"thank you senator sanders. question [through translator]: secretary clinton, you've also said you want to stop deportations. but what's your plan to reunite families and thousands of children, u.s. citizens, with their parents?",3/9/2016,0,2016,Democratic
CLINTON,"first of all, please know how brave i think you are, coming here with your children to tell your story. this is an incredible act of courage that i'm not sure many people really understand. and i want you to know that in the work that i've done and the many families that i've met, i have heard similar stories like yours, where your husband is deported. your children's father is gone. you are doing your very best to support your children. but it is time to bring families together. and i don't think there's any doubt that we must do more to let stories like yours be heard more widely so that more americans know what the human cost of these policies are. and i will do everything i can to prevent other families from facing what you are facing. and i will do everything i can to pass laws that would bring families back together. and i hope that your children are all either citizens born in this country or eligible for the programs that president obama has put into place, daca and dapa, because i will defend those and i will absolutely protect your children, yourself, and try to bring your family back together. [applause]",3/9/2016,1,2016,Democratic
QUESTION,"secretary clinton, thank you. secretary clinton, they are u.s. citizens [inaudible]. [applause] thank you. now let's go back to karen.",3/9/2016,0,2016,Democratic
TUMULTY,"thank you, enrique. secretary clinton, a washington post poll just yesterday found that only 37 percent of americans consider you honest and trustworthy. now, when you've been asked about this in the past, you have said that this is the result of many, many years of republican attacks upon you. but americans have also had 25 — more than that — years to get to know you for themselves. is there anything in your own actions and the decisions that you yourself have made that would foster this kind of mistrust?",3/9/2016,0,2016,Democratic
CLINTON,"well, first karen, obviously it's painful for me to hear that. and i do take responsibility. when you're in public life, even if you believe that it's not an opinion that you think is fair or founded, you do have to take responsibility. and i do. and i also have, you know, very much committed to the best of my ability my energies and efforts to helping people. that's something that i care deeply about. and i will continue to do that, to demonstrate by my past actions and my present levels of commitment and plans that people can count on me. that is certainly what happened to me in new york, where people got to know me. they saw me in action. and they did. look, i have said before and it won't surprise anybody to hear me say it, this is not easy for me. it's not easy to do what i think is right, to help people, to even the odds, to hear a story like the woman's story we just heard. and to know that i can make a difference and i want to in every way possible. i am not a natural politician, in case you haven't noticed, like my husband or president obama. so i have a view that i just have to do the best i can, get the results i can, make a difference in people's lives, and hope that people see that i'm fighting for them and that i can improve conditions economically and other ways that will benefit them and their families.",3/9/2016,1,2016,Democratic
TUMULTY,"thank you. thank you. [applause] senator sanders, you have demanded that secretary clinton release the transcripts of her paid wall street speeches. why is this important? do you have reason to believe that she says one thing in private and another in public?",3/9/2016,0,2016,Democratic
SANDERS,"well, what i have said is that when you get i believe it is $225,000 for giving a speech, and she gave several speeches to goldman sachs, one of the wall street financial institutions whose greed and illegal behavior helped destroy our economy a number of years ago, when you get paid $225,000, that means that that speech must have been an extraordinarily wonderful speech. [applause]",3/9/2016,1,2016,Democratic
TUMULTY,so does this mean that you would not think she should have to disclose...,3/9/2016,0,2016,Democratic
SANDERS,"i would think that a speech so great that you got paid so much money for, you would like to share it with the american people. so i think she should release the transcript. [laughter and applause] [crosstalk] as the secretary said, well, she will do it if other people do it. i will do it. i didn't give any speeches, there is no transcript. [applause]",3/9/2016,1,2016,Democratic
TUMULTY,"but my question was, do you think she saying one thing in the speeches and another in public?",3/9/2016,0,2016,Democratic
SANDERS,"that is exactly what releasing the transcripts will tell us. this i do know. this i do know. there is a reason why wall street has provided $15 million just in the last reporting period to the secretary's super pac. now, the secretary says it doesn't influence her. well, that's what every politician says who gets money from special interests. [applause] the question that the american people have to determine - you know, can you say that wall street is greedy, they're fraudulent, but they're not dumb. why are they making those kind of large contributions?",3/9/2016,1,2016,Democratic
TUMULTY,"thank you, your time is up. [applause]",3/9/2016,0,2016,Democratic
CLINTON,"well, let me respond, as i have numerous times during this campaign. you know, i have a public record and you can go look it up. i went to wall street before the great recession and basically called them out, said that their behavior was putting our economy at risk, called for a moratorium on foreclosures. i went to the orlando area during the '08 campaign to make the same case, visiting with families who had been defrauded by mortgages, these subprime mortgages that put them and their homes at risk.",3/9/2016,1,2016,Democratic
TUMULTY,"thank you, secretary clinton.",3/9/2016,0,2016,Democratic
CLINTON,"i called for those changes. i have been on the record and now i do have the toughest, most comprehensive plan to go after wall street. and not just the big banks, all the other financial interests that pose a threat to our economy. and i have said no bank is too big to fail and no executive is too powerful to jail, and i will use the powers that have now been passed by the congress, by president obama, who, incidentally, took a lot of money from wall street, which didn't stop him from signing into law the toughest regulations on the financial industry since the great depression. [applause]",3/9/2016,1,2016,Democratic
SANDERS,"look, clearly, clearly, the secretary's words to wall street has really intimidated them, and that is why they have given her $15 million in campaign contributions.",3/9/2016,1,2016,Democratic
TUMULTY,"thank you, senator.",3/9/2016,0,2016,Democratic
SANDERS,"now, what i believe is in fact that we have a corrupt campaign finance system. and it's not just wall street, it's the drug companies, [inaudible] received millions of dollars from the fossil fuel industry. we've got to overturn citizens united and end that. [applause]",3/9/2016,1,2016,Democratic
CLINTON,"wait a minute. i just think it's worth pointing out that the leaders of the fossil fuel industry, the koch brothers, have just paid to put up an ad praising senator sanders. there are a lot of different powerful interests in washington. i've taken them on. i took on the drug companies. i took on the insurance companies. before there was something called obamacare, there was something called hillarycare, and i worked really hard...[applause]...to get comprehensive health care reform, and they beat me. so i have a long record of standing up to special interests. and i will continue to do so.",3/9/2016,1,2016,Democratic
RAMOS,"we're going to move on to the next question. [booing] [crosstalk] [laughter and applause] you have 30 seconds, senator.",3/9/2016,0,2016,Democratic
SANDERS,"there is nobody in the united states congress who has taken on the koch brothers, who want to destroy social security, medicare, medicaid, and virtually every federal program passed since the 1930s more that bernie sanders. [applause] and i am proud that the gentleman who is head of goldman sachs, now, he didn't give me $225,000 for speaking fees, he said i was dangerous and he's right. i am dangerous for wall street. [applause]",3/9/2016,1,2016,Democratic
CLINTON,"well, if i can say...",3/9/2016,1,2016,Democratic
RAMOS,we're going to move on to the secretary.,3/9/2016,0,2016,Democratic
CLINTON,"... you know though, i guess senator sanders, that the koch brothers, as you said, are sensible with how they use their money. and i agree with you. they stand for things that i find abhorrent, that would be bad for our country, bad for our future. but they did just put up a little video praising you for being the only democrat who stood with the republicans to try to eliminate the export/import bank, which has helped hundreds and hundreds of companies here in florida be able to export their goods and employ more floridians. so from my perspective, you sided with the koch brothers. [applause]",3/9/2016,1,2016,Democratic
SANDERS,let me respond.,3/9/2016,1,2016,Democratic
RAMOS,yes. just a few seconds.,3/9/2016,0,2016,Democratic
SANDERS,"the export/import bank is often called the bank of boeing, because boeing corporation gets 40 percent of the revenue.",3/9/2016,1,2016,Democratic
RAMOS,ok. we're going to move on.,3/9/2016,0,2016,Democratic
SANDERS,"it is corporate welfare and yes, i oppose corporate welfare. [applause]",3/9/2016,1,2016,Democratic
RAMOS,"ok, next question. i want to continue with the issue of trust. secretary clinton, on the night of the attacks in benghazi, you sent an e-mail to your daughter chelsea...[booing]...saying, that al qaida was responsible for the killing of the americans. [booing] however, some of the families claim that you lied to them. to that speed, the mother of the information officer, chaznea. let's listen. [begin video clip]",3/9/2016,0,2016,Democratic
SMITH,"hillary and obama and panetta and biden and all of — and susan rice, all told me it was a video, when they knew it was not the video. and they said that they would call me and let me know what the outcome was. [end video clip]",3/9/2016,0,2016,Democratic
RAMOS,"secretary clinton, did you lie to them?",3/9/2016,0,2016,Democratic
CLINTON,"you know, look. i feel a great deal of sympathy for the families of the four brave americans that we lost at benghazi. and i certainly can't even imagine the grief that she has for losing her son, but she's wrong. she's absolutely wrong. i and everybody in the administration, all the people she named, the president, the vice president, susan rice, we were scrambling to get information that was changing, literally by the hour. and when we had information, we made it public. but then sometimes we had to go back and say we have new information that contradicts it. so i testified for 11 hours. [applause] anybody who watched that and listened to it knows that i answered every question that i was asked and when it was over the republicans had to admit they didn't learn anything. why? because there had already been one independent investigation. there had been seven or eight congressional investigations, mostly led by republicans who all reached the same conclusions, that there were lessons to be learned. and this is not the first time we lost americans in a terrorist attack. we lost 3,000 people on 9/11. we lost americans serving in embassies in tanzania and kenya when my husband was president. we lost 250 americans, both military and civilian, when ronald reagan was president in beirut. and at no other time were those tragedies were they politicized [applause]. instead people said, let's learn the lessons and save lives. and that's when i did. [applause]",3/9/2016,1,2016,Democratic
RAMOS,"but secretary clinton, what they're saying is that — what the families are saying is that you told your daughter chelsea one thing and a different thing to them.",3/9/2016,0,2016,Democratic
CLINTON,"jorge, that makes my point. at the time i e-mailed with my daughter, a terrorist group had taken credit for the attacks on our facility in benghazi. within 16, 18 hours, they rescinded taking credit. they did it all on social media. and the video did play a role. we have captured one of the lead terrorists and he admits it was both a terrorist attack and it was influenced by the video. this was fog of war. this was complicated. the most effective, comprehensive reports and studies demonstrate that. look, as i said in the beginning, i deeply regret that we lost four americans.",3/9/2016,1,2016,Democratic
RAMOS,thank you senator.,3/9/2016,0,2016,Democratic
CLINTON,"and i of course sympathize with members of the families who are still, you know, very much grieving. and i wish that there could be an easy answer at the time, but we learned a lot, and the intelligence kept...",3/9/2016,1,2016,Democratic
RAMOS,thank you.,3/9/2016,0,2016,Democratic
CLINTON,"... improving, and we learned enough to say what we think happened at benghazi.",3/9/2016,1,2016,Democratic
RAMOS,"you have 30 seconds, senator.",3/9/2016,0,2016,Democratic
SANDERS,"well, i'm not going to comment on the benghazi tragedy, but i will say this. a series of articles in the new york times talked about secretary clinton's role in urging the administration to go forward with regime change, getting rid of gadhafi in libya. gadhafi was a brutal dictator, there's no question. but one of the differences between the secretary and i is i'm not quite so aggressive with regard to regime change. i voted against the war in iraq because i had a fear of what would happen the day after. [applause] and secretary clinton talks about henry kissinger...",3/9/2016,1,2016,Democratic
RAMOS,"thank you, senator.",3/9/2016,0,2016,Democratic
SANDERS,"... winning the praise of henry kissinger, i don't want henry kissinger's praise at all. [applause]",3/9/2016,1,2016,Democratic
RAMOS,we're going to — we're going to take a break.,3/9/2016,0,2016,Democratic
SALINAS,"we're taking a break. we're taking a break. [through translator] we'll continue with topics that are of interest to spanish [inaudible] education, what to do with student debt. two topics that we will deal in a moment in the democratic debate. ramos [through translator]: we remind you that you can download [inaudible] and we'll come back with the democratic presidential debate. [commercial break] unknown [through translator: and we continue now, connected with univision for you to send us [inaudible] first democratic debate focusing in hispanic topics. i have [inaudible] that supported [inaudible]. good evening, good evening. we heard a lot about immigration, about the deportations and race. in your opinion, who [inaudible] better and who presented the immigration proposal? question [through translator]: the two candidates did a good action of talking, explaining, but what concerned me a bit is that we — we haven't seen the plan of senator bernie sanders, and we have not seen a plan in writing from secretary hillary clinton. so we want to see what she says. that is important, the six months — that we have seen as immigration is concerned, and we see that they're moving towards. the community needs to not only immigration reform, but the raids have to stop. families that we have seen that are suffering, they have to be reunited. unknown [through translator: we heard very emotional testimony of a mother that was brave enough to come here with her five children. how did you feel when you heard her story? and do you think that the candidates had empathy with the story? question [through translator]: i believe that this was the saddest moment that we had here at the debate, a mother with her children, separated from her husband. and those children suffering because they do not have their father. and this is what we see that is happening, that republicans are doing not — by not approving a migratory reform, but also president obama. so we need — we need not only words, but plans as well. and we need as a community to both stand up and support women as her. unknown [through translator: thank you, gabby, and now the debate — the democratic debate continues with jorge ramos and maria elena salinas. thank you. thank you, [inaudible]. we'll continue with the debate now. senator sanders, you call your opponent hillary clinton an establishment politician. you yourself are a career politician. why should voters prefer a career politicians over an establishment politician?",3/9/2016,0,2016,Democratic
SANDERS,"well, you've got to look at what the career is about. and this is a career that has stood up to every special interest in this country. i don't take money from wall street. i demand that we break up the large financial institutions. i don't take money from the pharmaceutical industry because i believe they are ripping off the american people and charging us the highest prices in the world for prescription drugs. [applause] i don't take money from the fossil fuel industry because they are destroying — they are destroying this planet through their emissions of carbon and creating the terrible climate change that we are seeing. so i think it is true that i have served in congress for many years. but if you check my record, it is a record of strength for the environment, for workers, for seniors. unlike the secretary, i believe we should expand social security benefits. it is a record of achievement for veterans, working with republicans, helping to craft the most significant veterans healthcare bill passed in many decades. so i think the point is look at the record, and it's a record that i am proud of. [applause]",3/9/2016,1,2016,Democratic
SALINAS,"secretary, [inaudible] latinos, according to the univision-washington post poll, the number one issue is jobs and the economy. latino unemployment rate is higher than the national average. their net worth has gone down 42 percent during the obama years, and 60 percent of latinos make less than $15 an hour. so, last week you tweeted that for the gop, the economy is an after thought. well, many latinos feel that they are an after thought. do you understand what the specific needs of latinos are to improve their living conditions?",3/9/2016,0,2016,Democratic
CLINTON,"well, i certainly know what all americans need, and that is more jobs, with rising incomes. it's something that i have worked on for many years. it's why i've laid down the only really comprehensive plan about how to create more good jobs. and there are several things that need to be addressed. we do have to do more infrastructure spending. that will put many americans to work. it's a good job that gets you on the ladder to the middle class. we need to improve the conditions for manufacturing in our country and punish those companies that want to export jobs. we need them to be incentivized to create jobs right here in america. we also do have to combat climate change, and no state has more at stake in that than florida. and the best way to do that is not only enforcing the laws we have, but also the clean power plan that president obama has put forth that i support, and the paris agreement that i think was a huge step forward in the world, that senator sanders said was too weak, but i helped to lay the groundwork for that. but we need more clean energy jobs and we have to do more to help small businesses. you know, the fastest-growing segment of small businesses are minority and women-owned small business, and we need to help businesses get started. the very distinguished congresswoman from new york who's been on the small business committee, congresswoman velasquez, knows exactly what we need to be doing to create more small businesses. we do need to raise the minimum wage and we have to guarantee equal pay for women.",3/9/2016,1,2016,Democratic
SALINAS,"secretary, what would you do...",3/9/2016,0,2016,Democratic
CLINTON,that will help latinos as well as every other working person in our country. [applause],3/9/2016,1,2016,Democratic
SALINAS,"secretary, you talked in general terms, but you haven't really said what you would specifically do to improve the living conditions of latinos.",3/9/2016,0,2016,Democratic
CLINTON,"everything i just said will improve the living conditions, and i've spent a lot of time and effort talking to and mostly listening to latinos. jobs are the number one issue, with rising incomes. close behind is education. every child deserves a good teacher in a good school, regardless of the zip code that they live in. following behind that is health care and how important it is to continue to build on the affordable care act and provide access to health care. and then there are a number of other issues — comprehensive immigration reform certainly at the top.",3/9/2016,1,2016,Democratic
SALINAS,"your time is up, secretary — sorry, your time is up.",3/9/2016,0,2016,Democratic
SANDERS,"ok, let me answer that question because it's a huge question. and one of the — huge, i know. [laughter] one of the points that i've been making, and media does not seem to pick up on it, is that we have a real crisis not only with real unemployment in america being close to 10 percent, but youth unemployment in this country. if you look at latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed...",3/9/2016,1,2016,Democratic
SALINAS,your time is up.,3/9/2016,0,2016,Democratic
SANDERS,oh wait a minute. can i have...,3/9/2016,1,2016,Democratic
RAMOS,go ahead.,3/9/2016,0,2016,Democratic
SANDERS,"... a little bit of time here please? african-american kids are unemployed or underemployed to the tune of 51 percent. that's why i co-sponsored legislation to put $5 billion into a jobs program to put our kids to work because i would rather invest in education and jobs than jails and incarceration. [applause] we have got to raise the minimum wage to $15 an hour. the united states has got to join the rest of the industrialized world in guaranteeing health care to all people as a right. [applause] we need to rebuild our crumbling infrastructure. and when we do that, under my plan, we create 13 million decent-paying jobs.",3/9/2016,1,2016,Democratic
SALINAS,"thank you, senator. [applause]",3/9/2016,0,2016,Democratic
RAMOS,"we have a question on education. senator, i'll continue with you. you propose free college tuition.",3/9/2016,0,2016,Democratic
SANDERS,"no, i do not propose free college tuition, i proposed free tuition at public colleges and universities. yes i did. [applause]",3/9/2016,1,2016,Democratic
RAMOS,"so under your plan, potentially, millions of students who can not truly afford college would be getting federal subsidies. is that right?",3/9/2016,0,2016,Democratic
SANDERS,"no. what they would — look, this is what i believe, jorge. this is the year 2016. fifty years ago a high school degree got you a good job in the economy. today, in many respects, a college degree is the equivalent of a high school degree. we have got to go beyond first grade to 12th grade when we talk about public education. [applause] so i do believe we should make public colleges and universities tuition-free, and i don't believe we should punish millions of young and not-so-young people with outrageous levels of student debt.",3/9/2016,1,2016,Democratic
RAMOS,"because my question was if you think, for instance, if donald trump's grandchildren or — i'm sorry — hillary clinton's grandchildren, should they be able to go for free?",3/9/2016,0,2016,Democratic
SANDERS,absolutely.,3/9/2016,1,2016,Democratic
RAMOS,for free.,3/9/2016,0,2016,Democratic
SANDERS,"absolutely. they can go — i don't think they will, but donald trump's kids — donald trump's kids can go to public school right now, i think secretary clinton is talking about making community colleges free, they can go to those things. the point is we are going to get to donald trump by raising the taxes on the top 1 percent and our millionaires and billionaires. but all of our people, in my view, regardless of income, should have a right to get a higher education. i want children in the third grade to know that if they study hard, no matter what the income of their families, my family didn't have any income, my parents didn't go to college, they didn't have good income. i want every kid to know if you do your school work, study hard, yes, you will be able to get a college education. [applause]",3/9/2016,1,2016,Democratic
RAMOS,"we'll continue this — we'll continue talking about education. for that, we go enrique cevedo has a question. enrique cevido. question [through translator]: we just heard about free tuition from senator sanders, but right now there are millions of students who can't afford to pay their loans. maria martinez is 20 years old and she's a major of political science at miami-dade college.",3/9/2016,0,2016,Democratic
UNKNOWN,"secretary clinton, she said she wants to go to grad school and get a phd. what are you going to do to help her achieve that goal and pay off her student debt?",3/9/2016,0,2016,Democratic
CLINTON,"well, congratulations on your education. and also on your plans for the future. and here's what i will do. we're going to refinance everyone's existing student debt, 40 million americans have student debt. [applause] and right now, i go around asking people at my events if they know what their interest rate is and the interest rates literally go from like 8 percent to 14 percent. it's outrageous that at a time when interest rates have been historically low, people borrowing money to invest in their education are paying some of the highest interest rates around. and you can refinance your house to get a lower interest rate. you can refinance your car. corporations can refinance their debt. under my plan, you will be able to also lower your debt, move into a program to pay it back as a percentage of your income and more than that, my plan for debt-free tuition at public colleges and universities will eventually eliminate any student debt. but for people who have it, i'm going to put a date certain that after a certain number of years, you no longer have to pay anything. the government has to quit making money off of lending money to young people to get their education. [applause]",3/9/2016,1,2016,Democratic
UNKNOWN,"karen, let's go back to you.",3/9/2016,0,2016,Democratic
SANDERS,"i think what secretary clinton just said is absolutely right. i think i said it many months before she said it, but thanks for copying a very good idea. [applause] now the question though, you know, i have been criticized a lot for thinking big. you know, that's for believing that we can do great things as a nation. one of the things we should not be doing obviously, is punishing people for doing what we want them to do and that is to get an education. [applause] but here is the point. my program, making public colleges and universities tuition free, allowing people with debt to refinance at the lowest possible interest rates is a fairly expensive proposal, about $70 billion a year. you know how i'm going to pay for it? i'm going to pay for it by imposing a tax on wall street speculation. [applause] we bailed out — secretary clinton was one of those who voted to bail out wall street. now i think it's time for wall street to help the working families of this country.",3/9/2016,1,2016,Democratic
RAMOS,thank you senator. thank you very much.,3/9/2016,0,2016,Democratic
CLINTON,"well, i'm going to respond to that, because i think it's a very important issue. and by the way, everybody, who, quote, ""got money"" in the quote, ""bailout"", that also included money for the auto rescue has paid it back. so, the treasury was out nothing. now that will no longer happen because we have dodd-frank and we will break up banks that pose a systemic threat to our economy. [applause] but let me say this. senator sanders has talked about free college for everybody. he's talked about universal, single payer health care for everybody. and yet, when you ask questions, as many of us have and more importantly, independent experts, it's very hard to get answers. and a lot of the answers say that this is going to be much more expensive than anything senator sanders is admitting to. this is going to increase the federal government dramatically. and, you know, my dad used to say, if it sounds too good to be true, it probably is.",3/9/2016,1,2016,Democratic
SANDERS,all right. let me respond to this. [applause],3/9/2016,1,2016,Democratic
CLINTON,and we deserve answers about how these programs will actually work and how they would be paid for.,3/9/2016,1,2016,Democratic
SANDERS,"i want you all to think. what secretary clinton is saying is that the united states should continue to be the only major country on earth that doesn't guarantee health care to all of our people. [applause] i think if the rest of the world can do it, we can. and by the way, not only are we being ripped off by the drug companies, we are spending far, far more per capita on health care than any other major country on earth. you may not think the american people are prepared to stand up to the insurance companies or the drug companies. i think they are. and i think we can pass...",3/9/2016,1,2016,Democratic
RAMOS,thank you senator.[crosstalk] [applause],3/9/2016,0,2016,Democratic
CLINTON,"this is a very important point in this debate, because i do believe in universal coverage. remember, i fought for it 25 years ago. i believe in it. and i know that thanks the affordable care act, we are now 90 percent of universal coverage. i will build on the affordable care act. i will take it further. i will reduce the cost. but i just respectfully disagree. between the republicans trying to repeal the first chance we've ever had to get to universal health care, and senator sanders wanting to throw us into a contentious debate over single-payer, i think the smart approach is build on and protect the affordable care act. make it work. reduce the cost. [applause]",3/9/2016,1,2016,Democratic
SANDERS,"i'm on the committee, i know a little bit about this, i'm on the committee, health, education, labor committee that helped write the affordable care act. and it has done a number of good things. but when secretary clinton says, well, 90 percent of the people have insurance, yes, not really. many of you may have insurance, but you have outrageously high deductibles and co-payments. one out of five americans cannot afford the prescription drugs their doctors prescribe. elderly people are cutting their pills in half. i do believe that we should do what every other major country on earth does, and i think when the american people stand up and fight back, yes, we can have it, a medicare for all health care system. [applause]",3/9/2016,1,2016,Democratic
TUMULTY,"i'm going to call time here because i want to move on to a subject that more than two dozen florida mayors have asked to raise with you. they have asked us to share with you their concern over the effects of rising sea levels and climate change in their communities. [applause] just take a look at this map. you can see that no state has more at stake than florida does. and no city has more at stake than miami, the city in which we are sitting. but many republicans argue that this is not a man-made problem. senator sanders, is it possible to move forward on this issue if you do not get a bipartisan consensus, and what would you do?",3/9/2016,0,2016,Democratic
SANDERS,"well, first of all, karen, when you have republican candidates for president and in congress telling you that climate change is a hoax, which is donald trump and other candidates' position, what they are really saying is, we don't have the guts to take on the fossil fuel industry. [applause] what candidates are saying is if we stand up to the fossil fuel industry, and transform our energy system away from coal and oil and gas to energy efficiency and wind and solar and geothermal and other sustainable technologies, you know what happens to that republican who listens to the scientists? on that day, that republican loses his campaign funding from the koch brothers and the fossil fuel industry.",3/9/2016,1,2016,Democratic
TUMULTY,"so you've just described the problem, but how would you move forward given that this is the situation?",3/9/2016,0,2016,Democratic
SANDERS,"the way i would move forward in every other area. and what we are doing in this campaign is fighting not only to become president, but i'm the only candidate who says no president, not bernie sanders, can do it all. you know what we need, karen? we need a political revolution in this country. [applause] and when millions of people stand up and tell the fossil fuel industry that their profits, their short-term profits are less significant than the long-term health of this planet, we will win. that is the way change always takes place. [applause]",3/9/2016,1,2016,Democratic
TUMULTY,"secretary clinton, can we do this without a bipartisan consensus? no major environmental legislation has ever passed without bipartisan votes.",3/9/2016,0,2016,Democratic
